district,publish_date,rooms,area,price,price_per_sqm,floor,total_floors,year_built,house_type,metro_time,address,url,ceiling_height,has_elevator,is_renovated,id,property_category,property_type,has_ventilation,has_air_conditioning,parking_spaces,commercial_purpose,land_area,has_utilities,purpose,has_security,has_electricity
ЦАО,2025-11-17,,289.7,36059939,80000,8.0,3.0,1983.0,коммерческий,14,"г. Москва, ЦАО, ул. Коммерческая, д. 26",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_289_m.9737208,2.6,,,avito_000281,коммерческая,офис,True,False,3.0,офис,,,,,
ЦАО,2025-11-15,,425.4,73380228,79999,2.0,5.0,2000.0,коммерческий,14,"г. Москва, ЦАО, ул. Коммерческая, д. 48",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_425_m.3016956,2.9,,,avito_000282,коммерческая,офис,True,False,7.0,офис,,,,,
ЦАО,2025-11-13,,294.2,44920166,80000,1.0,6.0,2010.0,коммерческий,20,"г. Москва, ЦАО, ул. Коммерческая, д. 4",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_294_m.8684254,3.0,,,avito_000283,коммерческая,офис,True,True,0.0,офис,,,,,
ЦАО,2025-11-22,,199.7,35910361,80000,10.0,8.0,2006.0,коммерческий,15,"г. Москва, ЦАО, ул. Коммерческая, д. 1",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_199_m.5106765,2.9,,,avito_000284,коммерческая,офис,True,False,11.0,офис,,,,,
ЦАО,2025-11-15,,136.9,19942376,80000,9.0,8.0,2002.0,коммерческий,5,"г. Москва, ЦАО, ул. Коммерческая, д. 11",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_136_m.1776038,2.5,,,avito_000285,коммерческая,офис,False,True,16.0,офис,,,,,
ЦАО,2025-11-24,,149.3,34253758,120000,5.0,6.0,2005.0,коммерческий,10,"г. Москва, ЦАО, ул. Коммерческая, д. 1",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_149_m.6721127,2.8,,,avito_000286,коммерческая,торговое помещение,False,True,4.0,торговое помещение,,,,,
ЦАО,2025-11-20,,137.5,25931070,120000,9.0,9.0,1982.0,коммерческий,6,"г. Москва, ЦАО, ул. Коммерческая, д. 39",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_137_m.2661274,2.5,,,avito_000287,коммерческая,торговое помещение,True,False,10.0,торговое помещение,,,,,
ЦАО,2025-11-22,,225.4,42752180,120000,5.0,3.0,1981.0,коммерческий,22,"г. Москва, ЦАО, ул. Коммерческая, д. 35",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_225_m.1560328,2.6,,,avito_000288,коммерческая,торговое помещение,False,True,2.0,торговое помещение,,,,,
ЦАО,2025-11-02,,122.3,29005557,120000,1.0,9.0,2000.0,коммерческий,7,"г. Москва, ЦАО, ул. Коммерческая, д. 43",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_122_m.1670440,3.3,,,avito_000289,коммерческая,торговое помещение,True,True,12.0,торговое помещение,,,,,
ЦАО,2025-11-10,,169.3,30312335,120000,3.0,9.0,1986.0,коммерческий,10,"г. Москва, ЦАО, ул. Коммерческая, д. 30",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_169_m.8452302,2.8,,,avito_000290,коммерческая,торговое помещение,True,False,17.0,торговое помещение,,,,,
ЦАО,2025-11-10,,139.1,29979295,120000,8.0,8.0,2021.0,коммерческий,13,"г. Москва, ЦАО, ул. Коммерческая, д. 2",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_139_m.6762135,2.8,,,avito_000291,коммерческая,торговое помещение,True,False,20.0,торговое помещение,,,,,
ЦАО,2025-11-17,,89.0,22341257,120000,3.0,4.0,1988.0,коммерческий,16,"г. Москва, ЦАО, ул. Коммерческая, д. 24",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_88_m.3475939,3.0,,,avito_000292,коммерческая,торговое помещение,True,True,10.0,торговое помещение,,,,,
ЦАО,2025-11-29,,163.4,39290264,120000,9.0,7.0,2005.0,коммерческий,15,"г. Москва, ЦАО, ул. Коммерческая, д. 48",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_163_m.2902543,3.2,,,avito_000293,коммерческая,торговое помещение,False,True,11.0,торговое помещение,,,,,
ЦАО,2025-11-12,,94.9,24421030,119999,3.0,5.0,1984.0,коммерческий,13,"г. Москва, ЦАО, ул. Коммерческая, д. 50",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_94_m.6643572,2.7,,,avito_000294,коммерческая,торговое помещение,True,True,10.0,торговое помещение,,,,,
ЦАО,2025-11-27,,193.5,36074180,120000,10.0,9.0,1976.0,коммерческий,24,"г. Москва, ЦАО, ул. Коммерческая, д. 3",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_193_m.7971438,3.0,,,avito_000295,коммерческая,торговое помещение,False,True,12.0,торговое помещение,,,,,
ЦАО,2025-11-02,,85.7,13970285,120000,5.0,10.0,1972.0,коммерческий,17,"г. Москва, ЦАО, ул. Коммерческая, д. 4",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_85_m.2498928,3.0,,,avito_000296,коммерческая,торговое помещение,True,True,17.0,торговое помещение,,,,,
ЦАО,2025-11-21,,161.7,28320072,120000,6.0,4.0,1989.0,коммерческий,8,"г. Москва, ЦАО, ул. Коммерческая, д. 9",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_161_m.2348820,2.9,,,avito_000297,коммерческая,торговое помещение,False,True,9.0,торговое помещение,,,,,
ЦАО,2025-11-27,,212.9,52395287,120000,6.0,4.0,1985.0,коммерческий,5,"г. Москва, ЦАО, ул. Коммерческая, д. 45",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_212_m.2754525,2.8,,,avito_000298,коммерческая,торговое помещение,False,True,4.0,торговое помещение,,,,,
ЦАО,2025-11-08,,190.2,45820530,120000,10.0,8.0,1983.0,коммерческий,6,"г. Москва, ЦАО, ул. Коммерческая, д. 17",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_190_m.9716561,3.0,,,avito_000299,коммерческая,торговое помещение,False,False,8.0,торговое помещение,,,,,
ЦАО,2025-11-12,,144.6,31031452,120000,2.0,6.0,2011.0,коммерческий,10,"г. Москва, ЦАО, ул. Коммерческая, д. 22",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_144_m.4979543,2.9,,,avito_000300,коммерческая,торговое помещение,True,False,8.0,торговое помещение,,,,,
ЦАО,2025-11-17,,184.3,32184983,120000,5.0,8.0,2019.0,коммерческий,3,"г. Москва, ЦАО, ул. Коммерческая, д. 26",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_184_m.9303822,2.8,,,avito_000301,коммерческая,торговое помещение,True,False,12.0,торговое помещение,,,,,
ЦАО,2025-11-11,,201.8,31404908,120000,4.0,2.0,2014.0,коммерческий,12,"г. Москва, ЦАО, ул. Коммерческая, д. 27",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_201_m.8497024,2.8,,,avito_000302,коммерческая,торговое помещение,True,True,16.0,торговое помещение,,,,,
ЦАО,2025-11-28,,116.4,31531718,120000,7.0,2.0,1976.0,коммерческий,5,"г. Москва, ЦАО, ул. Коммерческая, д. 5",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_116_m.7920405,3.0,,,avito_000303,коммерческая,торговое помещение,True,False,20.0,торговое помещение,,,,,
ЦАО,2025-11-14,,215.8,56251165,120000,1.0,8.0,1990.0,коммерческий,16,"г. Москва, ЦАО, ул. Коммерческая, д. 44",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_215_m.6878832,2.8,,,avito_000304,коммерческая,торговое помещение,False,False,11.0,торговое помещение,,,,,
ЦАО,2025-11-29,,207.2,32325962,119999,5.0,5.0,1984.0,коммерческий,10,"г. Москва, ЦАО, ул. Коммерческая, д. 39",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_207_m.7672088,2.7,,,avito_000305,коммерческая,торговое помещение,False,False,11.0,торговое помещение,,,,,
ЦАО,2025-11-23,,605.0,33644954,40000,1.0,1.0,2006.0,коммерческий,19,"г. Москва, ЦАО, ул. Коммерческая, д. 46",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_605_m.2952131,3.8,,,avito_000306,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-16,,1120.3,72914791,40000,1.0,1.0,2003.0,коммерческий,15,"г. Москва, ЦАО, ул. Коммерческая, д. 20",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_1120_m.7437042,3.3,,,avito_000307,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-23,,967.3,61929719,40000,1.0,1.0,1975.0,коммерческий,15,"г. Москва, ЦАО, ул. Коммерческая, д. 43",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_967_m.4543345,3.6,,,avito_000308,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-10,,1508.2,96781977,40000,1.0,1.0,1988.0,коммерческий,7,"г. Москва, ЦАО, ул. Коммерческая, д. 10",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_1508_m.5132942,3.6,,,avito_000309,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-01,,1324.8,102016011,40000,1.0,1.0,1975.0,коммерческий,23,"г. Москва, ЦАО, ул. Коммерческая, д. 16",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_1324_m.5713371,3.6,,,avito_000310,коммерческая,склад,False,False,0.0,склад,,,,,
ЦАО,2025-11-01,,1076.1,97886420,40000,1.0,1.0,2004.0,коммерческий,25,"г. Москва, ЦАО, ул. Коммерческая, д. 22",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_1076_m.8530978,4.0,,,avito_000311,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-10,,1437.3,97398895,40000,1.0,1.0,1983.0,коммерческий,6,"г. Москва, ЦАО, ул. Коммерческая, д. 24",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_1437_m.9146319,3.2,,,avito_000312,коммерческая,склад,False,False,0.0,склад,,,,,
ЦАО,2025-11-25,,1778.0,156716615,40000,1.0,1.0,2019.0,коммерческий,23,"г. Москва, ЦАО, ул. Коммерческая, д. 44",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_1777_m.9081835,3.3,,,avito_000313,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-27,,517.4,42565102,40000,1.0,1.0,1989.0,коммерческий,17,"г. Москва, ЦАО, ул. Коммерческая, д. 30",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_517_m.3249727,2.6,,,avito_000314,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-06,,916.9,60261056,40000,1.0,1.0,1994.0,коммерческий,4,"г. Москва, ЦАО, ул. Коммерческая, д. 31",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_916_m.9745543,3.4,,,avito_000315,коммерческая,склад,False,False,0.0,склад,,,,,
ЦАО,2025-11-12,,731.4,44243539,40000,1.0,1.0,1993.0,коммерческий,13,"г. Москва, ЦАО, ул. Коммерческая, д. 22",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_731_m.7705696,3.0,,,avito_000316,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-12,,1039.0,69617127,40000,1.0,1.0,2015.0,коммерческий,17,"г. Москва, ЦАО, ул. Коммерческая, д. 10",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_1039_m.2548979,3.6,,,avito_000317,коммерческая,склад,True,False,0.0,склад,,,,,
ЦАО,2025-11-22,,711.0,65011148,40000,1.0,1.0,1974.0,коммерческий,5,"г. Москва, ЦАО, ул. Коммерческая, д. 15",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/sklad_710_m.3325226,3.8,,,avito_000318,коммерческая,склад,False,False,0.0,склад,,,,,
ЦАО,2025-11-06,,1063.3,121229274,50000,10.0,4.0,2019.0,коммерческий,18,"г. Москва, ЦАО, ул. Коммерческая, д. 3",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_1063_m.1044747,3.4,,,avito_000319,коммерческая,производственное помещение,False,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-24,,1350.4,97258458,50000,10.0,10.0,1985.0,коммерческий,21,"г. Москва, ЦАО, ул. Коммерческая, д. 8",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_1350_m.7044272,3.2,,,avito_000320,коммерческая,производственное помещение,True,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-16,,886.1,84900753,50000,7.0,3.0,1994.0,коммерческий,12,"г. Москва, ЦАО, ул. Коммерческая, д. 31",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_886_m.9530735,3.7,,,avito_000321,коммерческая,производственное помещение,True,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-17,,509.8,36980116,50000,8.0,1.0,1996.0,коммерческий,24,"г. Москва, ЦАО, ул. Коммерческая, д. 31",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_509_m.2063690,3.5,,,avito_000322,коммерческая,производственное помещение,True,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-12,,715.0,75143308,50000,4.0,10.0,1970.0,коммерческий,6,"г. Москва, ЦАО, ул. Коммерческая, д. 24",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_714_m.4658944,3.2,,,avito_000323,коммерческая,производственное помещение,True,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-08,,742.5,85638287,50000,7.0,4.0,2016.0,коммерческий,25,"г. Москва, ЦАО, ул. Коммерческая, д. 14",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_742_m.9003885,3.4,,,avito_000324,коммерческая,производственное помещение,False,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-18,,1157.8,116455022,50000,3.0,5.0,1984.0,коммерческий,8,"г. Москва, ЦАО, ул. Коммерческая, д. 10",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_1157_m.7417876,3.2,,,avito_000325,коммерческая,производственное помещение,False,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-11,,924.5,69444542,50000,1.0,6.0,1987.0,коммерческий,6,"г. Москва, ЦАО, ул. Коммерческая, д. 26",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_924_m.2392238,3.3,,,avito_000326,коммерческая,производственное помещение,True,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-16,,894.0,84943599,50000,1.0,6.0,2003.0,коммерческий,18,"г. Москва, ЦАО, ул. Коммерческая, д. 11",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_893_m.7440607,2.7,,,avito_000327,коммерческая,производственное помещение,True,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-16,,668.0,73733135,50000,2.0,7.0,2022.0,коммерческий,18,"г. Москва, ЦАО, ул. Коммерческая, д. 49",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/proizvodstvennoe_pomeschenie_667_m.4849867,3.6,,,avito_000328,коммерческая,производственное помещение,True,False,0.0,производственное помещение,,,,,
ЦАО,2025-11-01,,0.0,9377962,0,8.0,2.0,1972.0,коммерческий,8,"г. Москва, ЦАО, ул. Коммерческая, д. 48",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.2215393,2.9,,,avito_000329,коммерческая,готовый бизнес,True,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-18,,0.0,5611834,0,10.0,7.0,1970.0,коммерческий,21,"г. Москва, ЦАО, ул. Коммерческая, д. 33",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.9235258,2.8,,,avito_000330,коммерческая,готовый бизнес,True,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-14,,0.0,7222382,0,6.0,9.0,2022.0,коммерческий,19,"г. Москва, ЦАО, ул. Коммерческая, д. 28",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.9022370,2.6,,,avito_000331,коммерческая,готовый бизнес,True,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-13,,0.0,8576152,0,6.0,4.0,1970.0,коммерческий,9,"г. Москва, ЦАО, ул. Коммерческая, д. 19",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.8826078,2.6,,,avito_000332,коммерческая,готовый бизнес,False,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-15,,0.0,13123550,0,2.0,5.0,1970.0,коммерческий,22,"г. Москва, ЦАО, ул. Коммерческая, д. 23",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.2644908,3.0,,,avito_000333,коммерческая,готовый бизнес,False,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-13,,0.0,14308867,0,2.0,5.0,2017.0,коммерческий,22,"г. Москва, ЦАО, ул. Коммерческая, д. 23",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.8857346,2.6,,,avito_000334,коммерческая,готовый бизнес,True,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-29,,0.0,9081825,0,5.0,6.0,1994.0,коммерческий,3,"г. Москва, ЦАО, ул. Коммерческая, д. 32",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.4108351,3.0,,,avito_000335,коммерческая,готовый бизнес,False,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-19,,0.0,12575364,0,5.0,2.0,1974.0,коммерческий,24,"г. Москва, ЦАО, ул. Коммерческая, д. 35",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.1352340,2.9,,,avito_000336,коммерческая,готовый бизнес,True,False,0.0,готовый бизнес,,,,,
ЦАО,2025-11-07,,0.0,14149539,0,6.0,3.0,2003.0,коммерческий,3,"г. Москва, ЦАО, ул. Коммерческая, д. 13",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/gotovyy_biznes_0_m.8315215,2.7,,,avito_000337,коммерческая,готовый бизнес,True,False,0.0,готовый бизнес,,,,,
ЗАО,2025-11-04,,260.4,35145434,80000,10.0,5.0,1986.0,коммерческий,12,"г. Москва, ЗАО, ул. Коммерческая, д. 9",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_260_m.5836988,2.9,,,avito_000596,коммерческая,офис,False,False,15.0,офис,,,,,
ЗАО,2025-11-04,,235.0,25664866,80000,6.0,9.0,2012.0,коммерческий,25,"г. Москва, ЗАО, ул. Коммерческая, д. 14",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_235_m.7332525,2.6,,,avito_000597,коммерческая,офис,False,False,2.0,офис,,,,,
ЗАО,2025-11-02,,271.1,22724868,80000,1.0,4.0,2002.0,коммерческий,5,"г. Москва, ЗАО, ул. Коммерческая, д. 3",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_271_m.7134846,2.8,,,avito_000598,коммерческая,офис,True,False,2.0,офис,,,,,
ЗАО,2025-10-31,,407.9,43955855,80000,8.0,4.0,2000.0,коммерческий,3,"г. Москва, ЗАО, ул. Коммерческая, д. 34",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_407_m.1498561,3.0,,,avito_000599,коммерческая,офис,True,False,12.0,офис,,,,,
ЗАО,2025-11-27,,333.4,29695090,80000,5.0,7.0,1976.0,коммерческий,10,"г. Москва, ЗАО, ул. Коммерческая, д. 35",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_333_m.4850704,2.6,,,avito_000600,коммерческая,офис,False,False,5.0,офис,,,,,
ЗАО,2025-11-24,,297.6,38362812,80000,9.0,2.0,2023.0,коммерческий,20,"г. Москва, ЗАО, ул. Коммерческая, д. 11",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_297_m.5013701,2.9,,,avito_000601,коммерческая,офис,True,True,13.0,офис,,,,,
ЗАО,2025-11-07,,284.1,23591022,80000,2.0,2.0,2022.0,коммерческий,4,"г. Москва, ЗАО, ул. Коммерческая, д. 37",https://www.avito.ru/moskva/kommercheskaya_nedvizhimost/ofis_284_m.1522596,2.8,,,avito_000602,коммерческая,офис,True,True,7.0,офис,,,,,
