district,publish_date,rooms,area,price,price_per_sqm,floor,total_floors,year_built,house_type,metro_time,address,url,ceiling_height,has_elevator,is_renovated,id,property_category,property_type,has_ventilation,has_air_conditioning,parking_spaces,commercial_purpose,land_area,has_utilities,purpose,has_security,has_electricity
ЦАО,2025-11-12,1.0,66.0,15120021,229180,23.0,23.0,1975.0,панельный,17,"г. Москва, ЦАО, ул. Примерная, д. 31",https://www.avito.ru/moskva/kvartira/1_k._65_m_23_23_et.9123658,3.1,True,False,avito_000011,жилая,квартира,,,,,,,,,
ЦАО,2025-11-13,1.0,67.0,21050355,314206,19.0,19.0,1990.0,монолитный,11,"г. Москва, ЦАО, ул. Примерная, д. 44",https://www.avito.ru/moskva/kvartira/1_k._66_m_19_19_et.9555605,2.7,False,False,avito_000012,жилая,квартира,,,,,,,,,
ЦАО,2025-11-26,3.0,87.3,28346847,324564,4.0,11.0,1973.0,панельный,20,"г. Москва, ЦАО, ул. Примерная, д. 39",https://www.avito.ru/moskva/kvartira/3_k._87_m_4_11_et.7610252,2.5,True,True,avito_000013,жилая,квартира,,,,,,,,,
ЦАО,2025-11-10,3.0,116.7,35790378,306753,8.0,24.0,1986.0,кирпичный,20,"г. Москва, ЦАО, ул. Примерная, д. 31",https://www.avito.ru/moskva/kvartira/3_k._116_m_8_24_et.5532839,2.9,False,True,avito_000014,жилая,квартира,,,,,,,,,
ЦАО,2025-11-29,3.0,86.1,25239871,293224,10.0,16.0,1969.0,блочный,8,"г. Москва, ЦАО, ул. Примерная, д. 58",https://www.avito.ru/moskva/kvartira/3_k._86_m_10_16_et.2150408,2.7,True,False,avito_000015,жилая,квартира,,,,,,,,,
ЦАО,2025-11-05,2.0,59.9,16887648,282101,11.0,12.0,1996.0,панельный,29,"г. Москва, ЦАО, ул. Примерная, д. 41",https://www.avito.ru/moskva/kvartira/2_k._59_m_11_12_et.4465542,2.4,True,False,avito_000016,жилая,квартира,,,,,,,,,
ЦАО,2025-11-08,3.0,68.1,21805493,320243,1.0,21.0,1977.0,кирпичный,26,"г. Москва, ЦАО, ул. Примерная, д. 58",https://www.avito.ru/moskva/kvartira/3_k._68_m_1_21_et.8236204,2.9,True,False,avito_000017,жилая,квартира,,,,,,,,,
ЦАО,2025-11-29,1.0,58.0,17565586,302637,5.0,6.0,1972.0,панельный,20,"г. Москва, ЦАО, ул. Примерная, д. 11",https://www.avito.ru/moskva/kvartira/1_k._58_m_5_6_et.8375286,2.7,True,True,avito_000018,жилая,квартира,,,,,,,,,
ЦАО,2025-11-24,1.0,64.8,14045446,216596,21.0,21.0,1999.0,панельный,22,"г. Москва, ЦАО, ул. Примерная, д. 31",https://www.avito.ru/moskva/kvartira/1_k._64_m_21_21_et.1986582,2.8,False,True,avito_000019,жилая,квартира,,,,,,,,,
ЦАО,2025-11-25,3.0,83.7,32082073,383152,15.0,15.0,2000.0,панельный,28,"г. Москва, ЦАО, ул. Примерная, д. 79",https://www.avito.ru/moskva/kvartira/3_k._83_m_15_15_et.5212049,2.9,True,True,avito_000020,жилая,квартира,,,,,,,,,
ЦАО,2025-11-09,4.0,62.4,27983051,448361,13.0,13.0,1970.0,блочный,23,"г. Москва, ЦАО, ул. Примерная, д. 83",https://www.avito.ru/moskva/kvartira/4_k._62_m_13_13_et.1620295,2.6,False,True,avito_000021,жилая,квартира,,,,,,,,,
ЦАО,2025-11-03,2.0,52.4,13424087,256293,22.0,22.0,2011.0,панельный,7,"г. Москва, ЦАО, ул. Примерная, д. 5",https://www.avito.ru/moskva/kvartira/2_k._52_m_22_22_et.4340290,2.9,False,False,avito_000022,жилая,квартира,,,,,,,,,
ЦАО,2025-11-05,2.0,58.4,19800284,339017,17.0,17.0,1983.0,монолитный,27,"г. Москва, ЦАО, ул. Примерная, д. 45",https://www.avito.ru/moskva/kvartira/2_k._58_m_17_17_et.5779900,2.5,True,True,avito_000023,жилая,квартира,,,,,,,,,
ЦАО,2025-11-08,2.0,87.5,26873529,307049,5.0,16.0,2004.0,блочный,29,"г. Москва, ЦАО, ул. Примерная, д. 97",https://www.avito.ru/moskva/kvartira/2_k._87_m_5_16_et.6497311,2.8,False,False,avito_000024,жилая,квартира,,,,,,,,,
ЦАО,2025-11-03,1.0,80.4,23979765,298164,18.0,18.0,1984.0,монолитный,13,"г. Москва, ЦАО, ул. Примерная, д. 69",https://www.avito.ru/moskva/kvartira/1_k._80_m_18_18_et.1545451,2.6,True,False,avito_000025,жилая,квартира,,,,,,,,,
ЦАО,2025-11-26,2.0,97.4,30177405,309729,11.0,12.0,2005.0,панельный,9,"г. Москва, ЦАО, ул. Примерная, д. 40",https://www.avito.ru/moskva/kvartira/2_k._97_m_11_12_et.4318328,2.8,False,False,avito_000026,жилая,квартира,,,,,,,,,
ЦАО,2025-11-10,3.0,35.7,10153055,284368,13.0,25.0,2004.0,блочный,28,"г. Москва, ЦАО, ул. Примерная, д. 96",https://www.avito.ru/moskva/kvartira/3_k._35_m_13_25_et.9625942,2.9,True,True,avito_000027,жилая,квартира,,,,,,,,,
ЦАО,2025-11-22,3.0,53.7,18919919,352203,8.0,16.0,1998.0,блочный,7,"г. Москва, ЦАО, ул. Примерная, д. 94",https://www.avito.ru/moskva/kvartira/3_k._53_m_8_16_et.2837597,2.9,True,False,avito_000028,жилая,квартира,,,,,,,,,
ЦАО,2025-11-13,1.0,71.7,18666322,260321,16.0,16.0,1965.0,панельный,13,"г. Москва, ЦАО, ул. Примерная, д. 25",https://www.avito.ru/moskva/kvartira/1_k._71_m_16_16_et.1922663,2.8,False,False,avito_000029,жилая,квартира,,,,,,,,,
ЦАО,2025-11-09,1.0,63.2,14167913,224313,3.0,13.0,2006.0,блочный,15,"г. Москва, ЦАО, ул. Примерная, д. 15",https://www.avito.ru/moskva/kvartira/1_k._63_m_3_13_et.6241977,2.8,True,True,avito_000030,жилая,квартира,,,,,,,,,
ЦАО,2025-11-28,4.0,62.9,28845359,458790,4.0,9.0,1962.0,кирпичный,28,"г. Москва, ЦАО, ул. Примерная, д. 83",https://www.avito.ru/moskva/kvartira/4_k._62_m_4_9_et.1905334,2.6,True,True,avito_000031,жилая,квартира,,,,,,,,,
ЦАО,2025-11-13,2.0,82.5,29430168,356635,25.0,25.0,2017.0,блочный,15,"г. Москва, ЦАО, ул. Примерная, д. 41",https://www.avito.ru/moskva/kvartira/2_k._82_m_25_25_et.2678958,2.9,False,True,avito_000032,жилая,квартира,,,,,,,,,
ЦАО,2025-11-07,3.0,67.1,27231490,406115,19.0,19.0,1990.0,панельный,29,"г. Москва, ЦАО, ул. Примерная, д. 27",https://www.avito.ru/moskva/kvartira/3_k._67_m_19_19_et.2568142,2.8,True,False,avito_000033,жилая,квартира,,,,,,,,,
ЦАО,2025-11-18,4.0,95.6,43347258,453527,19.0,19.0,2009.0,блочный,23,"г. Москва, ЦАО, ул. Примерная, д. 5",https://www.avito.ru/moskva/kvartira/4_k._95_m_19_19_et.5555230,2.7,False,True,avito_000034,жилая,квартира,,,,,,,,,
ЦАО,2025-11-10,2.0,64.5,17839244,276709,13.0,25.0,2020.0,кирпичный,5,"г. Москва, ЦАО, ул. Примерная, д. 10",https://www.avito.ru/moskva/kvartira/2_k._64_m_13_25_et.5280949,2.6,False,False,avito_000035,жилая,квартира,,,,,,,,,
ЦАО,2025-11-11,4.0,94.1,42158587,447990,15.0,25.0,1991.0,кирпичный,13,"г. Москва, ЦАО, ул. Примерная, д. 65",https://www.avito.ru/moskva/kvartira/4_k._94_m_15_25_et.3216025,2.6,True,True,avito_000036,жилая,квартира,,,,,,,,,
ЦАО,2025-11-13,4.0,75.1,28421528,378566,23.0,23.0,2002.0,монолитный,19,"г. Москва, ЦАО, ул. Примерная, д. 36",https://www.avito.ru/moskva/kvartira/4_k._75_m_23_23_et.7122691,2.7,False,False,avito_000037,жилая,квартира,,,,,,,,,
ЦАО,2025-11-17,1.0,69.1,17436887,252462,9.0,9.0,1987.0,монолитный,11,"г. Москва, ЦАО, ул. Примерная, д. 38",https://www.avito.ru/moskva/kvartira/1_k._69_m_9_9_et.5046809,2.6,True,False,avito_000038,жилая,квартира,,,,,,,,,
ЦАО,2025-11-27,2.0,72.6,22705700,312833,11.0,22.0,2005.0,блочный,24,"г. Москва, ЦАО, ул. Примерная, д. 8",https://www.avito.ru/moskva/kvartira/2_k._72_m_11_22_et.7581610,2.8,False,False,avito_000039,жилая,квартира,,,,,,,,,
ЦАО,2025-11-19,1.0,60.9,19531288,320952,20.0,20.0,2001.0,панельный,17,"г. Москва, ЦАО, ул. Примерная, д. 94",https://www.avito.ru/moskva/kvartira/1_k._60_m_20_20_et.6820662,3.0,False,True,avito_000040,жилая,квартира,,,,,,,,,
ЦАО,2025-11-28,1.0,46.2,11404988,246762,23.0,23.0,1994.0,кирпичный,19,"г. Москва, ЦАО, ул. Примерная, д. 53",https://www.avito.ru/moskva/kvartira/1_k._46_m_23_23_et.1145393,2.7,False,False,avito_000041,жилая,квартира,,,,,,,,,
ЦАО,2025-11-04,4.0,76.5,29995645,391919,14.0,14.0,2004.0,монолитный,15,"г. Москва, ЦАО, ул. Примерная, д. 81",https://www.avito.ru/moskva/kvartira/4_k._76_m_14_14_et.6772050,2.6,False,True,avito_000042,жилая,квартира,,,,,,,,,
ЦАО,2025-11-15,3.0,72.1,21716819,301143,1.0,22.0,2018.0,монолитный,14,"г. Москва, ЦАО, ул. Примерная, д. 90",https://www.avito.ru/moskva/kvartira/3_k._72_m_1_22_et.8310679,2.8,True,True,avito_000043,жилая,квартира,,,,,,,,,
ЦАО,2025-11-16,4.0,80.1,28122636,351105,6.0,15.0,1969.0,панельный,7,"г. Москва, ЦАО, ул. Примерная, д. 31",https://www.avito.ru/moskva/kvartira/4_k._80_m_6_15_et.3660949,2.7,True,True,avito_000044,жилая,квартира,,,,,,,,,
ЦАО,2025-11-13,4.0,92.1,32287970,350414,18.0,18.0,1964.0,панельный,15,"г. Москва, ЦАО, ул. Примерная, д. 95",https://www.avito.ru/moskva/kvartira/4_k._92_m_18_18_et.5150893,2.9,False,False,avito_000045,жилая,квартира,,,,,,,,,
ЦАО,2025-11-21,3.0,63.0,23273138,369575,15.0,23.0,1983.0,монолитный,7,"г. Москва, ЦАО, ул. Примерная, д. 88",https://www.avito.ru/moskva/kvartira/3_k._62_m_15_23_et.9650800,3.0,True,True,avito_000046,жилая,квартира,,,,,,,,,
ЦАО,2025-11-12,4.0,83.8,27431974,327339,17.0,17.0,2015.0,панельный,29,"г. Москва, ЦАО, ул. Примерная, д. 31",https://www.avito.ru/moskva/kvartira/4_k._83_m_17_17_et.1608565,3.1,False,False,avito_000047,жилая,квартира,,,,,,,,,
ЦАО,2025-11-14,4.0,67.6,23146325,342408,12.0,21.0,2014.0,блочный,7,"г. Москва, ЦАО, ул. Примерная, д. 32",https://www.avito.ru/moskva/kvartira/4_k._67_m_12_21_et.7078000,2.9,False,False,avito_000048,жилая,квартира,,,,,,,,,
ЦАО,2025-11-03,4.0,76.5,32074760,419306,18.0,18.0,1963.0,панельный,9,"г. Москва, ЦАО, ул. Примерная, д. 97",https://www.avito.ru/moskva/kvartira/4_k._76_m_18_18_et.4857938,2.6,False,True,avito_000049,жилая,квартира,,,,,,,,,
ЦАО,2025-11-09,2.0,75.1,20777738,276530,24.0,24.0,2010.0,панельный,15,"г. Москва, ЦАО, ул. Примерная, д. 89",https://www.avito.ru/moskva/kvartira/2_k._75_m_24_24_et.6954386,2.6,True,False,avito_000050,жилая,квартира,,,,,,,,,
ЦАО,2025-11-11,2.0,59.1,19740525,334214,9.0,18.0,2003.0,панельный,6,"г. Москва, ЦАО, ул. Примерная, д. 38",https://www.avito.ru/moskva/kvartira/2_k._59_m_9_18_et.3076267,2.8,True,False,avito_000051,жилая,квартира,,,,,,,,,
ЦАО,2025-11-19,4.0,84.3,28220978,334735,6.0,15.0,1982.0,блочный,23,"г. Москва, ЦАО, ул. Примерная, д. 77",https://www.avito.ru/moskva/kvartira/4_k._84_m_6_15_et.7691741,2.7,False,True,avito_000052,жилая,квартира,,,,,,,,,
ЦАО,2025-11-29,4.0,63.3,28969493,458007,5.0,12.0,2019.0,монолитный,18,"г. Москва, ЦАО, ул. Примерная, д. 92",https://www.avito.ru/moskva/kvartira/4_k._63_m_5_12_et.6864722,2.6,True,False,avito_000053,жилая,квартира,,,,,,,,,
ЦАО,2025-11-27,1.0,69.6,20008594,287278,12.0,16.0,1990.0,блочный,27,"г. Москва, ЦАО, ул. Примерная, д. 53",https://www.avito.ru/moskva/kvartira/1_k._69_m_12_16_et.5437742,2.8,True,False,avito_000054,жилая,квартира,,,,,,,,,
ЦАО,2025-11-05,4.0,78.4,31062346,396143,23.0,23.0,1973.0,кирпичный,7,"г. Москва, ЦАО, ул. Примерная, д. 51",https://www.avito.ru/moskva/kvartira/4_k._78_m_23_23_et.4260741,3.0,False,True,avito_000055,жилая,квартира,,,,,,,,,
ЦАО,2025-11-08,1.0,70.1,21944452,312899,21.0,21.0,1967.0,панельный,6,"г. Москва, ЦАО, ул. Примерная, д. 32",https://www.avito.ru/moskva/kvartira/1_k._70_m_21_21_et.3758522,2.7,True,True,avito_000056,жилая,квартира,,,,,,,,,
ЦАО,2025-11-04,3.0,78.9,25910165,328399,8.0,8.0,2015.0,монолитный,16,"г. Москва, ЦАО, ул. Примерная, д. 12",https://www.avito.ru/moskva/kvartira/3_k._78_m_8_8_et.6467835,2.9,True,True,avito_000057,жилая,квартира,,,,,,,,,
ЦАО,2025-11-03,1.0,94.5,29565076,312887,9.0,9.0,2010.0,монолитный,19,"г. Москва, ЦАО, ул. Примерная, д. 12",https://www.avito.ru/moskva/kvartira/1_k._94_m_9_9_et.5645321,2.5,True,True,avito_000058,жилая,квартира,,,,,,,,,
ЦАО,2025-11-20,3.0,78.8,29214365,370941,16.0,16.0,2022.0,блочный,5,"г. Москва, ЦАО, ул. Примерная, д. 47",https://www.avito.ru/moskva/kvartira/3_k._78_m_16_16_et.5393345,2.8,False,False,avito_000059,жилая,квартира,,,,,,,,,
ЦАО,2025-11-28,2.0,78.4,19562697,249542,8.0,11.0,1985.0,блочный,5,"г. Москва, ЦАО, ул. Примерная, д. 30",https://www.avito.ru/moskva/kvartira/2_k._78_m_8_11_et.9815974,2.9,False,True,avito_000060,жилая,квартира,,,,,,,,,
ЦАО,2025-11-25,3.0,79.4,22350843,281510,12.0,19.0,1974.0,блочный,17,"г. Москва, ЦАО, ул. Примерная, д. 39",https://www.avito.ru/moskva/kvartira/3_k._79_m_12_19_et.7401679,2.6,False,True,avito_000061,жилая,квартира,,,,,,,,,
ЦАО,2025-11-02,2.0,77.6,25951791,334333,4.0,14.0,1995.0,кирпичный,11,"г. Москва, ЦАО, ул. Примерная, д. 12",https://www.avito.ru/moskva/kvartira/2_k._77_m_4_14_et.9751566,2.5,False,False,avito_000062,жилая,квартира,,,,,,,,,
ЦАО,2025-11-29,3.0,57.1,21754700,380789,22.0,22.0,2015.0,панельный,26,"г. Москва, ЦАО, ул. Примерная, д. 78",https://www.avito.ru/moskva/kvartira/3_k._57_m_22_22_et.2971866,2.8,False,False,avito_000063,жилая,квартира,,,,,,,,,
ЦАО,2025-11-03,2.0,63.7,21739997,341114,14.0,22.0,1975.0,кирпичный,9,"г. Москва, ЦАО, ул. Примерная, д. 97",https://www.avito.ru/moskva/kvartira/2_k._63_m_14_22_et.8766684,2.5,False,True,avito_000064,жилая,квартира,,,,,,,,,
ЦАО,2025-11-13,1.0,89.5,25674319,287022,10.0,24.0,1983.0,блочный,8,"г. Москва, ЦАО, ул. Примерная, д. 13",https://www.avito.ru/moskva/kvartira/1_k._89_m_10_24_et.8488268,2.8,False,False,avito_000065,жилая,квартира,,,,,,,,,
ЦАО,2025-11-26,3.0,62.0,20605633,332427,24.0,24.0,1968.0,монолитный,30,"г. Москва, ЦАО, ул. Примерная, д. 4",https://www.avito.ru/moskva/kvartira/3_k._61_m_24_24_et.8525741,2.7,True,False,avito_000066,жилая,квартира,,,,,,,,,
ЦАО,2025-11-28,4.0,61.7,28705994,465573,4.0,19.0,1966.0,монолитный,20,"г. Москва, ЦАО, ул. Примерная, д. 28",https://www.avito.ru/moskva/kvartira/4_k._61_m_4_19_et.4567935,2.5,False,False,avito_000067,жилая,квартира,,,,,,,,,
ЦАО,2025-11-10,2.0,88.2,28816148,326787,23.0,23.0,2006.0,панельный,8,"г. Москва, ЦАО, ул. Примерная, д. 93",https://www.avito.ru/moskva/kvartira/2_k._88_m_23_23_et.5255606,2.7,True,False,avito_000068,жилая,квартира,,,,,,,,,
ЦАО,2025-11-04,2.0,75.2,24066278,320051,17.0,17.0,2000.0,панельный,27,"г. Москва, ЦАО, ул. Примерная, д. 69",https://www.avito.ru/moskva/kvartira/2_k._75_m_17_17_et.6431025,3.0,True,False,avito_000069,жилая,квартира,,,,,,,,,
ЦАО,2025-11-07,4.0,53.9,22981182,426335,8.0,8.0,2003.0,панельный,6,"г. Москва, ЦАО, ул. Примерная, д. 6",https://www.avito.ru/moskva/kvartira/4_k._53_m_8_8_et.3910956,2.7,True,False,avito_000070,жилая,квартира,,,,,,,,,
ЦАО,2025-11-05,4.0,58.9,27138884,460475,12.0,14.0,2016.0,монолитный,24,"г. Москва, ЦАО, ул. Примерная, д. 31",https://www.avito.ru/moskva/kvartira/4_k._58_m_12_14_et.9300398,2.8,True,False,avito_000071,жилая,квартира,,,,,,,,,
ЦАО,2025-11-03,4.0,73.1,33978322,464578,3.0,7.0,1989.0,монолитный,25,"г. Москва, ЦАО, ул. Примерная, д. 67",https://www.avito.ru/moskva/kvartira/4_k._73_m_3_7_et.4417966,2.8,False,True,avito_000072,жилая,квартира,,,,,,,,,
ЦАО,2025-11-14,4.0,62.3,27815351,446487,7.0,11.0,1987.0,кирпичный,11,"г. Москва, ЦАО, ул. Примерная, д. 65",https://www.avito.ru/moskva/kvartira/4_k._62_m_7_11_et.6497227,2.4,True,True,avito_000073,жилая,квартира,,,,,,,,,
ЦАО,2025-11-08,3.0,61.1,21936704,358974,5.0,25.0,1983.0,панельный,29,"г. Москва, ЦАО, ул. Примерная, д. 91",https://www.avito.ru/moskva/kvartira/3_k._61_m_5_25_et.4431447,2.6,True,True,avito_000074,жилая,квартира,,,,,,,,,
ЦАО,2025-11-14,1.0,77.6,21538534,277566,9.0,24.0,1970.0,кирпичный,12,"г. Москва, ЦАО, ул. Примерная, д. 21",https://www.avito.ru/moskva/kvartira/1_k._77_m_9_24_et.9154632,2.8,True,True,avito_000075,жилая,квартира,,,,,,,,,
ЦАО,2025-11-07,2.0,78.5,29138872,371364,18.0,22.0,1963.0,панельный,27,"г. Москва, ЦАО, ул. Примерная, д. 65",https://www.avito.ru/moskva/kvartira/2_k._78_m_18_22_et.5802043,2.5,True,True,avito_000076,жилая,квартира,,,,,,,,,
ЦАО,2025-11-28,3.0,75.9,30651468,403983,8.0,9.0,2011.0,монолитный,26,"г. Москва, ЦАО, ул. Примерная, д. 30",https://www.avito.ru/moskva/kvartira/3_k._75_m_8_9_et.9232790,2.5,True,True,avito_000077,жилая,квартира,,,,,,,,,
ЦАО,2025-11-23,4.0,88.1,37279088,423209,10.0,21.0,1993.0,кирпичный,26,"г. Москва, ЦАО, ул. Примерная, д. 85",https://www.avito.ru/moskva/kvartira/4_k._88_m_10_21_et.1746180,2.9,True,True,avito_000078,жилая,квартира,,,,,,,,,
ЦАО,2025-11-13,4.0,54.3,23904445,439945,16.0,20.0,2014.0,монолитный,15,"г. Москва, ЦАО, ул. Примерная, д. 73",https://www.avito.ru/moskva/kvartira/4_k._54_m_16_20_et.4041870,2.5,True,False,avito_000079,жилая,квартира,,,,,,,,,
ЦАО,2025-11-05,1.0,79.6,25034080,314629,1.0,19.0,1982.0,кирпичный,7,"г. Москва, ЦАО, ул. Примерная, д. 32",https://www.avito.ru/moskva/kvartira/1_k._79_m_1_19_et.4321544,2.8,False,False,avito_000080,жилая,квартира,,,,,,,,,
ЦАО,2025-11-23,4.0,82.7,36251485,438213,14.0,14.0,1985.0,монолитный,15,"г. Москва, ЦАО, ул. Примерная, д. 97",https://www.avito.ru/moskva/kvartira/4_k._82_m_14_14_et.7447016,3.5,True,False,avito_000081,жилая,квартира,,,,,,,,,
ЦАО,2025-11-11,4.0,95.0,41576904,437821,23.0,23.0,1970.0,панельный,20,"г. Москва, ЦАО, ул. Примерная, д. 65",https://www.avito.ru/moskva/kvartira/4_k._94_m_23_23_et.6863063,2.9,False,True,avito_000082,жилая,квартира,,,,,,,,,
ЦАО,2025-11-10,2.0,70.3,20733264,295047,19.0,24.0,1983.0,монолитный,25,"г. Москва, ЦАО, ул. Примерная, д. 15",https://www.avito.ru/moskva/kvartira/2_k._70_m_19_24_et.7242423,2.9,False,False,avito_000083,жилая,квартира,,,,,,,,,
ЦАО,2025-11-14,3.0,77.5,22146039,285846,16.0,21.0,1998.0,кирпичный,22,"г. Москва, ЦАО, ул. Примерная, д. 25",https://www.avito.ru/moskva/kvartira/3_k._77_m_16_21_et.1464498,2.5,True,True,avito_000084,жилая,квартира,,,,,,,,,
ЦАО,2025-11-03,1.0,109.7,27094935,246946,24.0,24.0,1963.0,монолитный,12,"г. Москва, ЦАО, ул. Примерная, д. 40",https://www.avito.ru/moskva/kvartira/1_k._109_m_24_24_et.5975834,2.3,False,False,avito_000085,жилая,квартира,,,,,,,,,
ЦАО,2025-11-15,3.0,68.8,19674663,286043,14.0,14.0,1970.0,кирпичный,23,"г. Москва, ЦАО, ул. Примерная, д. 96",https://www.avito.ru/moskva/kvartira/3_k._68_m_14_14_et.4605798,2.7,True,False,avito_000086,жилая,квартира,,,,,,,,,
ЦАО,2025-11-10,1.0,67.9,15602989,229722,5.0,13.0,1995.0,монолитный,22,"г. Москва, ЦАО, ул. Примерная, д. 77",https://www.avito.ru/moskva/kvartira/1_k._67_m_5_13_et.3751524,2.9,True,True,avito_000087,жилая,квартира,,,,,,,,,
ЦАО,2025-11-25,4.0,98.4,34146539,346997,8.0,17.0,1964.0,блочный,18,"г. Москва, ЦАО, ул. Примерная, д. 27",https://www.avito.ru/moskva/kvartira/4_k._98_m_8_17_et.7457112,2.7,True,False,avito_000088,жилая,квартира,,,,,,,,,
ЦАО,2025-11-26,3.0,64.0,18448409,288056,25.0,25.0,1975.0,кирпичный,6,"г. Москва, ЦАО, ул. Примерная, д. 19",https://www.avito.ru/moskva/kvartira/3_k._64_m_25_25_et.9653738,2.7,True,False,avito_000089,жилая,квартира,,,,,,,,,
ЦАО,2025-11-24,4.0,110.8,45777463,413021,10.0,10.0,1993.0,панельный,24,"г. Москва, ЦАО, ул. Примерная, д. 61",https://www.avito.ru/moskva/kvartira/4_k._110_m_10_10_et.9220184,3.1,True,True,avito_000090,жилая,квартира,,,,,,,,,
ЦАО,2025-10-31,1.0,44.6,13470754,301880,15.0,15.0,1975.0,панельный,25,"г. Москва, ЦАО, ул. Примерная, д. 11",https://www.avito.ru/moskva/kvartira/1_k._44_m_15_15_et.8836081,2.7,True,False,avito_000091,жилая,квартира,,,,,,,,,
ЦАО,2025-11-07,2.0,68.3,17639649,258144,15.0,15.0,2017.0,кирпичный,29,"г. Москва, ЦАО, ул. Примерная, д. 91",https://www.avito.ru/moskva/kvartira/2_k._68_m_15_15_et.8117166,2.4,False,False,avito_000092,жилая,квартира,,,,,,,,,
ЦАО,2025-11-29,1.0,82.6,21483233,260166,21.0,21.0,1999.0,панельный,25,"г. Москва, ЦАО, ул. Примерная, д. 43",https://www.avito.ru/moskva/kvartira/1_k._82_m_21_21_et.3422273,2.9,False,True,avito_000093,жилая,квартира,,,,,,,,,
ЦАО,2025-11-22,4.0,70.0,24662332,352388,9.0,12.0,2001.0,панельный,8,"г. Москва, ЦАО, ул. Примерная, д. 82",https://www.avito.ru/moskva/kvartira/4_k._69_m_9_12_et.4516749,2.6,True,False,avito_000094,жилая,квартира,,,,,,,,,
ЦАО,2025-11-10,4.0,101.5,42275995,416586,20.0,22.0,1968.0,монолитный,22,"г. Москва, ЦАО, ул. Примерная, д. 33",https://www.avito.ru/moskva/kvartira/4_k._101_m_20_22_et.2212522,2.8,False,True,avito_000095,жилая,квартира,,,,,,,,,
ЦАО,2025-11-04,2.0,80.7,26163964,324375,3.0,5.0,2012.0,монолитный,18,"г. Москва, ЦАО, ул. Примерная, д. 63",https://www.avito.ru/moskva/kvartira/2_k._80_m_3_5_et.4269893,3.0,True,False,avito_000096,жилая,квартира,,,,,,,,,
